//Card Title,Card ID,Card Value,Card Type,Card Sub Type,Card Badge,Card Series,Year,Peak,Team,Franchise,LastName,FirstName,NickName,Nation,UniformNumber,DayOB,MonthOB,YearOB,Bats,Throws,Position,Pitcher Role,Contact,Gap,Power,Eye,Avoid Ks,BABIP,Contact vL,Gap vL,Power vL,Eye vL,Avoid K vL,BABIP vL,Contact vR,Gap vR,Power vR,Eye vR,Avoid K vR,BABIP vR,GB Hitter Type,FB Hitter Type,BattedBallType,Speed,Steal Rate,Stealing,Baserunning,Sac bunt,Bunt for hit,Stuff,Movement,Control,pHR,pBABIP,Stuff vL,Movement vL,Control vL,pHR vL,pBABIP vL,Stuff vR,Movement vR,Control vR,pHR vR,pBABIP vR,Fastball,Slider,Curveball,Changeup,Cutter,Sinker,Splitter,Forkball,Screwball,Circlechange,Knucklecurve,Knuckleball,Stamina,Hold,GB,Velocity,Arm Slot,Height,Infield Range,Infield Error,Infield Arm,DP,CatcherAbil,CatcherFrame,Catcher Arm,OF Range,OF Error,OF Arm,Pos Rating P,Pos Rating C,Pos Rating 1B,Pos Rating 2B,Pos Rating 3B,Pos Rating SS,Pos Rating LF,Pos Rating CF,Pos Rating RF,LearnC,Learn1B,Learn2B,Learn3B,LearnSS,LearnLF,LearnCF,LearnRF,era,tier,MissionValue,limit,owned,brefid,Buy Order High,Sell Order Low,Last 10 Price,Last 10 Price(VAR),date,Unnamed: 121,PIT,SP_Rating,SP_Rating_Normalized,RP_Rating,RP_Rating_Normalized,CL_Rating,CL_Rating_Normalized
MLB 2025 Live SP Yoshinobu Yamamoto LAD,72614,99,1,,,,2025,N,Los Angeles Dodgers,LAD,Yamamoto,Yoshinobu,,Japan,18,17,8,1998,1,1,1,11,24,14,6,32,14,30,24,15,7,33,16,30,24,14,6,32,14,30,0,0,0,8,10,12,2,31,10,85,92,103,84,109,79,86,100,79,101,90,98,106,90,115,106,86,90,0,87,80,83,0,0,0,0,0,63,64,2,0.0,3,178,35,33,64,9,1,1,2,15,16,35,80,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,8,4,75,0,0,yamamyo01,7745,12000,11504,0,2025-03-14,,12,76.47057066852959,78.41056339578346,72.88363656667275,76.3538534836984,75.2378202445359,79.66869568773919
Negro League Star 2 LF Leovigildo Xiques CiCl 1944,73575,58,2,,,,1944,N,Cincinnati-Indianapolis Clowns,CiCl,Xiques,Leovigildo,,Cuba,19,25,7,1916,1,1,7,0,95,91,25,85,90,94,100,87,33,81,93,99,94,92,22,86,89,93,0,2,1,57,36,79,56,4,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0.0,3,183,11,3,1,11,1,1,1,86,69,69,0,0,0,0,0,0,104,79,92,0,0,0,0,0,1,1,1,1,0,1,0,0,xiquele01,25,150,141,0,2025-05-22,,12,2.77019105997386,0.6410271850039277,2.7458059309161182,0.7576175559988944,1.9707804582856596,0.8151656021749983
MLB 2025 Live C Austin Wynns CIN,73349,40,1,,,,2025,N,Cincinnati Reds,CIN,Wynns,Austin,Winnie,The United States,35,10,12,1990,1,1,2,0,70,65,50,56,67,75,73,67,53,59,70,77,69,65,50,56,66,75,0,0,0,36,12,58,36,57,6,1,21,1,1,61,1,20,1,1,60,1,21,1,1,63,5,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0.0,3,183,25,42,57,12,55,59,67,13,25,49,0,55,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,8,0,1,0,1,wynnsau01,25,190,172,0,2025-05-05,,12,9.129203088752925,7.351133956007673,8.319086338381728,6.764632839405806,9.192110542547136,8.587110131643547
Snapshot SS Glenn Wright PIT 1927,70955,71,7,,,,1927,N,Pittsburgh Pirates,PIT,Wright,Glenn,Buckshot,The United States,7,6,2,1901,1,1,6,0,64,66,79,57,78,53,80,70,90,72,88,76,60,65,77,54,77,45,2,1,0,47,17,67,57,63,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.0,3,180,99,62,91,94,0,0,0,5,9,9,0,0,0,0,0,92,0,0,0,0,0,0,0,1,0,0,0,1,2,5,0,1,wrighgl01,101,282,197,1730,2025-03-14,,12,2.567095726248528,0.4267185207299788,2.455856392117128,0.4451029894163108,1.8434322358889814,0.6781072889771981
Unassisted Triple Play SS Glenn Wright PIT 1925,73263,89,7,PG,,,1925,N,Pittsburgh Pirates,PIT,Wright,Glenn,Buckshot,The United States,7,6,2,1901,1,1,6,0,97,89,103,55,114,78,107,91,124,31,129,82,94,88,97,62,111,77,2,0,0,74,42,39,87,79,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0.0,3,180,112,68,105,117,0,0,0,2,4,6,0,0,0,0,0,114,0,0,0,0,0,0,0,1,0,0,0,1,3,15,0,0,wrighgl01,2250,9990,4649,219279,2025-05-07,,12,3.0888868324044676,0.9773188370402391,3.259389599187792,1.3111703505942498,1.9707804582856596,0.8151656021749983
Unsung Heroes CF George Wright TEX 1983,70430,66,8,,,,1983,N,Texas Rangers,TEX,Wright,George,,The United States,55,22,12,1958,3,1,8,0,71,69,76,51,82,60,59,74,92,55,73,49,75,68,73,50,87,65,0,0,0,62,57,60,68,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,24,2,0.0,4,180,2,1,8,7,0,0,0,94,53,45,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,1,1,4,1,2,0,0,wrighge03,0,56,56,936,2025-03-14,,12,3.090667352384526,0.9791976633610615,3.29960098999202,1.3545111519658224,1.8434322358889814,0.6781072889771981
Rookie Sensation 3B Craig Worthington BAL 1989,71681,62,3,,,,1989,N,Baltimore Orioles,BAL,Worthington,Craig,,The United States,11,17,4,1965,1,1,5,0,56,72,81,98,56,59,53,56,54,94,62,43,59,77,96,100,55,65,0,0,0,4,15,9,9,13,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0.0,3,183,47,63,62,36,0,0,0,4,5,3,0,0,0,0,47,0,0,0,0,0,0,0,1,0,0,0,0,4,1,2,0,0,worthcr01,0,99,64,534,2025-03-14,,12,2.7474270762288167,0.6170063527156197,2.7091213831824277,0.7180780706706552,1.9707804582856596,0.8151656021749983
Rookie Sensation SP Al Worthington NY1 1953,71535,61,3,,,,1953,N,New York Giants,SFG,Worthington,Al,Red,The United States,26,5,2,1929,1,1,1,11,3,5,2,4,1,1,4,9,1,3,2,1,3,4,3,5,1,1,0,0,0,5,4,6,5,29,39,71,81,51,79,86,85,81,38,78,88,60,83,59,83,83,0,0,103,0,83,0,0,0,0,0,76,0,60,45,2,0.0,4,188,34,18,25,23,0,0,0,1,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,worthal01,0,64,58,637,2025-03-14,,12,53.32185546019521,53.98375779194104,47.65799468415989,49.16505169310068,49.3714906426544,51.83010134278442
All-Time Legend CL Todd Worrell STL Peak,71335,98,4,,,,1987,Y,St. Louis Cardinals,STL,Worrell,Todd,,The United States,38,28,9,1959,1,1,1,13,14,41,20,29,11,16,14,43,22,30,11,16,14,41,20,29,11,16,1,1,0,16,5,6,28,22,5,115,91,75,87,100,130,78,71,71,93,106,106,79,107,106,86,98,0,122,0,0,0,0,0,0,0,0,19,100,4,0.0,4,196,27,20,23,23,0,0,0,6,4,10,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,75,0,0,worreto01,7000,0,12300,19401,2025-03-14,,12,69.94377114262977,71.52340521877129,61.85984065419682,64.4721418729391,62.876053343453655,66.36436455754725
Snapshot SP Vance Worley PIT 2014,70727,60,7,,,,2014,N,Pittsburgh Pirates,PIT,Worley,Vance,Vanimal,The United States,46,25,9,1987,1,1,1,11,3,4,2,3,1,1,3,4,2,3,1,1,3,4,2,3,1,1,2,2,0,15,4,6,26,32,45,54,71,75,71,71,49,66,55,64,70,57,75,99,77,72,52,56,62,56,60,61,0,0,0,0,0,0,72,115,2,0.0,4,188,31,20,24,23,0,0,0,9,2,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,worleva01,26,0,55,650,2025-03-14,,12,58.128291217963124,59.055567214007084,55.553049936061,57.67453158540675,53.00173580892363,55.737146683656846
MLB 2025 Live 2B Gage Workman CWS,73161,59,1,,,,2025,N,Chicago White Sox,CHW,Workman,Gage,,The United States,14,24,10,1999,2,1,4,0,65,83,58,67,44,86,61,73,48,61,38,83,67,89,62,70,47,88,2,2,0,60,73,74,60,47,38,1,21,1,1,61,1,20,1,1,60,1,21,1,1,63,9,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0.0,3,193,77,87,64,75,2,2,5,44,48,62,0,0,0,90,33,21,0,0,0,0,1,1,1,1,1,0,1,8,0,1,0,1,workma000gag,6,20,22,0,2025-04-09,,12,9.149515924525423,7.372568307167642,8.129433928588679,6.560220923824501,9.089902657044282,8.477109064342427
Snapshot 3B Chuck Workman BSN 1945,71027,77,7,,,,1945,N,Boston Braves,ATL,Workman,Chuck,,The United States,6,6,1,1915,2,1,5,0,57,56,122,78,69,46,59,80,99,63,76,45,56,49,134,84,67,47,0,0,2,49,59,61,52,38,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0.0,4,183,55,45,70,39,0,0,0,70,85,90,0,0,0,0,48,0,0,0,61,0,0,0,1,0,0,0,1,1,2,5,0,0,workmch01,0,211,192,2266,2025-03-14,,12,2.7929550437189037,0.6650480172922358,2.7824904786498093,0.7971570413271342,1.9707804582856596,0.8151656021749983
MLB 2025 Live SP Simeon Woods Richardson MIN,72087,46,1,,,,2025,N,Minnesota Twins,MIN,Woods Richardson,Simeon,,The United States,78,27,9,2000,1,1,1,11,17,20,20,17,15,19,18,21,22,19,17,20,17,20,20,17,15,19,2,2,0,15,13,15,17,41,14,67,77,71,72,88,65,73,71,69,83,69,80,72,75,92,79,78,74,77,0,0,0,0,0,0,0,0,58,51,4,0.0,3,191,24,42,67,23,1,1,1,27,34,52,79,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,8,0,1,0,1,woodssi01,0,25,26,0,2025-03-14,,12,56.98850469372875,57.85285062231786,54.39361577187232,56.4248656373134,52.70570812394883,55.41854737854748
MLB 2025 Live SP Brandon Woodruff MIL,72485,93,1,,,,2025,N,Milwaukee Brewers,MIL,Woodruff,Brandon,,The United States,53,10,2,1993,2,1,1,11,9,8,1,4,10,7,9,8,1,4,10,7,10,9,2,5,11,8,0,0,0,18,9,23,22,61,15,94,84,85,74,104,95,84,85,74,104,94,84,85,75,104,130,120,121,106,0,0,0,0,0,0,0,0,57,47,2,0.0,4,193,19,19,62,13,3,3,5,34,17,10,52,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,8,4,50,0,0,woodrbr01,4040,4345,4260,0,2025-03-14,,12,68.80256100741131,70.31918641547117,67.73513105670263,70.80467077190318,66.21564695451153,69.95859664405403
Historical All-Star SP Brandon Woodruff MIL 2019,71230,97,5,,,,2019,N,Milwaukee Brewers,MIL,Woodruff,Brandon,,The United States,53,10,2,1993,2,1,1,11,4,5,1,3,1,3,4,5,1,3,1,3,5,6,2,3,1,4,0,0,0,15,4,6,26,21,51,97,89,100,104,60,96,73,91,81,59,98,102,108,122,62,129,126,80,94,0,98,0,0,0,0,0,0,78,64,2,0.0,4,193,31,42,32,23,0,0,0,2,7,10,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,75,0,0,woodrbr01,4750,6150,5192,0,2025-03-14,,12,76.57528654435679,78.52106086052163,71.57516681150334,74.94355340142556,67.47786495197393,71.31705667093397
Snapshot SP Hal Woodeshick HOU 1962,70636,77,7,,,,1962,N,Houston Colt .45's,HOU,Woodeshick,Hal,,The United States,46,24,8,1932,1,2,1,11,3,2,2,4,1,1,3,3,2,4,1,1,3,2,2,4,1,1,0,2,0,5,4,6,5,29,1,61,95,63,130,26,115,87,50,117,28,48,99,69,136,25,0,63,85,0,0,87,0,0,0,0,0,0,56,115,0,0.0,3,191,31,13,22,23,0,0,0,4,8,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0,woodeha01,200,279,268,1279,2025-03-14,,12,61.101988708657714,62.19344894420688,53.268260810365206,55.21193107116889,44.44496725342144,46.52793871381165
Tim Wakefield Mission - Hardware Heroes SP Wilbur Wood CWS 1973,70276,81,9,,,Tim Wakefield Mission,1973,N,Chicago White Sox,CHW,Wood,Wilbur,Wilbah,The United States,28,22,10,1941,1,2,1,11,4,4,3,3,2,1,4,2,3,6,2,1,4,5,3,3,2,2,1,2,0,6,4,11,5,37,30,68,79,99,94,51,80,67,96,76,51,63,85,100,102,51,0,0,70,0,0,0,0,0,0,0,77,120,101,42,2,0.0,3,183,29,55,35,22,0,0,0,3,7,8,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,woodwi01,2000,2295,2317,3786,2025-03-14,,12,56.7896610927558,57.64302843811363,49.060109791202194,50.67628498145569,49.563002918227866,52.03621611182305
Rookie Sensation SP Travis Wood CIN 2010,71501,66,3,,,,2010,N,Cincinnati Reds,CIN,Wood,Travis,,The United States,30,6,2,1987,1,2,1,11,4,10,6,4,2,2,5,6,3,5,4,1,5,12,7,4,2,3,2,2,0,25,5,6,46,28,44,70,78,69,73,90,68,72,63,66,84,71,81,71,75,93,68,0,90,106,84,0,0,0,0,0,0,0,68,1,4,0.0,4,180,35,20,26,23,0,0,0,2,8,10,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,1,woodtr01,0,0,68,1848,2025-03-14,,12,56.88960434583642,57.74848977333007,53.27320371546407,55.21725865282682,58.363544165004036,61.50778403645135
MLB 2025 Live LF James Wood WSH,72380,91,1,,,,2025,N,Washington Nationals,WSN,Wood,James,,The United States,29,17,9,2002,2,1,7,0,75,119,89,94,61,92,74,114,85,90,59,91,76,121,90,95,62,93,3,2,0,78,65,78,71,33,14,1,23,5,1,68,1,22,5,1,66,1,24,5,1,70,5,0,0,0,0,0,0,0,0,0,0,0,5,15,4,0.0,3,201,24,29,45,14,3,3,1,63,65,70,0,0,0,0,0,0,77,0,0,0,1,0,1,0,1,1,1,8,4,50,0,0,woodja03,0,4227,4101,0,2025-03-14,,12,10.964751017194788,9.28802643669456,9.952779048055582,8.5254660216472,10.544662567034845,10.04279200532623
Snapshot 2B Jake Wood DET 1963,71064,65,7,,,,1963,N,Detroit Tigers,DET,Wood,Jake,,The United States,2,22,6,1937,1,1,4,0,69,55,78,75,72,69,81,54,78,92,57,114,67,56,78,71,77,58,0,1,0,77,80,87,97,19,8,1,3,1,4,1,1,3,1,4,1,1,3,1,4,1,33,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0.0,4,185,66,45,41,53,0,0,0,7,9,6,0,0,0,57,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0,0,woodja01,0,87,66,542,2025-03-14,,12,3.4633233662107776,1.3724288178727957,3.25577650411553,1.3072760700749337,2.3569812352928254,1.2308135480678237
Rookie Sensation SP Alex Wood ATL 2013,71497,61,3,,,,2013,N,Atlanta Braves,ATL,Wood,Alex,AWood,The United States,58,12,1,1991,1,2,1,11,4,5,3,3,2,1,4,8,3,3,2,1,4,4,3,4,2,1,0,0,0,5,5,6,5,23,45,67,69,56,86,35,81,89,61,115,38,62,63,55,78,34,0,85,0,0,0,92,0,0,0,78,0,0,53,79,2,0.0,3,193,35,15,24,23,0,0,0,5,4,10,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,woodal02,30,70,77,511,2025-03-14,,12,51.54113976373923,52.1047249487973,48.002485314049714,49.53635195568332,41.08683957217906,42.9137593650002
MLB 2025 Live SP Bryan Woo SEA,72156,90,1,,,,2025,N,Seattle Mariners,SEA,Woo,Bryan,,The United States,22,30,1,2000,3,1,1,11,15,18,4,16,13,17,16,19,4,17,14,18,15,18,4,16,13,17,0,0,0,18,4,17,33,83,12,71,94,109,78,128,64,84,102,71,111,76,106,115,89,141,89,79,0,71,0,77,0,0,0,0,0,0,58,44,3,0.0,3,188,31,24,36,13,1,1,3,11,19,29,65,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,4,50,0,0,woobr01,0,4799,4609,0,2025-03-14,,12,70.93822132249193,72.5727611336712,63.78645776872915,66.5486960037462,63.91650440567379,67.48414828808538
MLB 2025 Live C Connor Wong BOS,71827,69,1,,,,2025,N,Boston Red Sox,BOS,Wong,Connor,,The United States,12,19,5,1996,1,1,2,0,82,97,70,56,69,99,88,102,74,58,73,103,81,96,69,56,68,98,0,0,0,71,41,63,68,53,45,1,21,1,1,61,1,20,1,1,60,1,21,1,1,62,9,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0.0,4,185,51,58,59,53,53,54,67,64,64,50,0,52,10,6,0,0,9,0,0,1,1,1,1,1,1,1,1,8,1,2,0,1,wongco01,26,39,40,0,2025-03-14,,12,9.127730085769423,7.349579625358733,8.0887799977756,6.516403142218248,9.073045437786,8.458966510066727
MLB 2025 Live RP Grant Wolfram BAL,73402,41,1,,,,2025,N,Baltimore Orioles,BAL,Wolfram,Grant,,The United States,36,12,12,1996,2,2,1,12,15,14,7,10,14,17,15,14,7,10,14,17,15,14,7,10,14,17,2,2,0,10,15,10,6,33,11,73,53,54,44,73,85,60,57,52,77,70,52,54,43,71,91,85,77,0,0,0,0,0,0,0,0,0,21,51,2,0.0,3,198,28,48,50,21,1,1,1,3,3,3,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0,wolfra000gra,50,155,185,0,2025-05-05,,12,45.98101621701261,46.237615012590595,43.83150720463015,45.040771719584534,42.56468005915407,44.50428273869352
Hardware Heroes SP Barney Wolfe WS1 1905,70285,66,9,,,,1905,N,Washington Senators,MIN,Wolfe,Barney,,The United States,58,10,6,1876,1,1,1,11,4,8,7,5,2,1,4,8,7,5,2,1,4,8,7,5,2,1,2,2,0,24,13,6,39,25,60,41,88,80,74,117,38,82,79,71,105,44,94,83,77,128,50,52,0,57,0,0,0,0,0,0,0,0,71,72,2,0.0,3,185,24,20,20,16,0,0,0,10,6,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,wolfeba01,0,99,80,806,2025-03-14,,12,56.54550747269031,57.38539457113052,51.9692947243859,53.811874271469264,50.56245720325189,53.111877128880785
PTCS 1 - Snapshot SP Randy Wolf PHI 2002,72814,79,7,,PTCS,,2002,N,Philadelphia Phillies,PHI,Wolf,Randy,,The United States,43,22,8,1976,2,2,1,11,15,70,26,37,15,14,9,47,30,39,9,8,17,78,25,37,18,17,2,1,0,7,4,6,10,91,8,87,103,75,86,139,106,106,66,85,148,80,104,78,88,136,65,76,99,122,0,87,0,0,0,0,0,0,78,104,3,0.0,4,183,28,26,28,31,0,0,0,8,1,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,0,0,wolfra02,8446,0,9135,0,2025-04-09,,12,74.2361522375551,76.05277791352889,72.85590780711817,76.32396676165027,68.95711620088689,72.9090983748238
Snapshot RF Chicken Wolf LS2 1884,70828,67,7,,,,1884,N,Louisville Eclipse,BOS,Wolf,Chicken,,The United States,55,12,5,1862,1,1,9,0,92,99,62,23,92,88,98,102,65,25,98,91,91,98,62,23,90,87,0,1,0,72,92,85,58,5,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,24,0,0,0,0,8,0,0,0,0,0,1,21,2,0.0,3,175,3,7,1,10,44,57,55,71,78,80,0,12,0,0,0,0,0,0,83,0,0,0,0,0,0,0,1,0,1,2,0,0,wolfji01,122,294,116,1282,2025-03-14,,12,2.811472861511504,0.6845882436657657,3.257523299150466,1.3091588076557998,2.1026598434829666,0.9571005718238353
MLB 2025 Live SS Bobby Witt Jr. KC,72042,100,1,,,,2025,N,Kansas City Royals,KCR,Witt Jr.,Bobby,,The United States,7,14,6,2000,1,1,6,0,114,165,89,61,91,129,128,181,94,63,97,147,111,160,88,61,89,123,2,2,3,106,84,79,93,57,44,1,35,15,16,75,1,35,15,16,73,1,37,16,17,77,41,0,0,0,0,0,0,0,0,0,0,0,38,33,3,0.0,3,185,94,89,95,91,2,2,2,55,57,78,0,0,0,0,0,99,0,0,0,0,1,1,1,1,1,1,1,8,5,200,0,0,wittbo02,0,27500,24057,0,2025-03-14,,12,19.183656684143045,17.96071557715202,18.74923253798465,18.006494552528277,17.400596025373773,17.421479022011322
MLB 2025 Live 2B Brett Wisely SF,72696,61,1,,,,2025,N,San Francisco Giants,SFG,Wisely,Brett,,The United States,70,8,5,1999,2,1,4,0,77,91,51,74,75,81,76,88,49,72,73,79,78,92,52,75,76,82,2,2,0,62,51,68,62,75,3,1,27,25,2,77,1,28,25,3,78,1,26,25,2,76,37,0,17,8,0,0,0,0,0,0,0,0,53,39,3,0.0,3,175,67,71,54,64,2,2,5,69,59,53,0,0,8,71,8,24,0,9,0,0,1,1,1,1,1,1,1,8,1,2,0,1,wiselbr01,26,44,45,0,2025-03-14,,12,18.212113448024326,16.93553134766806,19.855304782106096,19.19864574343006,18.522027198030806,18.628417462133697
T4 Ep. 1 - Negro League Star SP Nip Winters PHG 1923,73008,87,2,,,T4 Ep. 1,1923,N,Philadelphia Hilldale Giants,PHG,Winters,Nip,,The United States,84,29,4,1899,2,2,1,11,70,112,75,57,65,76,60,108,69,57,55,68,74,113,77,58,69,79,0,0,0,31,7,11,29,28,12,127,98,78,86,122,123,95,83,83,119,129,99,77,87,123,86,0,137,99,73,0,0,114,0,0,0,0,90,60,2,0.0,3,188,48,25,26,41,1,1,1,74,59,59,81,0,67,0,0,0,0,57,0,0,1,1,0,0,0,1,0,1,3,15,0,1,winteni01,5201,14999,14550,0,2025-05-28,,12,75.61181771214764,77.50439684016769,73.65935769418715,77.18994431853218,82.14441181864586,87.10190341752642
MLB 2025 Live SS Masyn Winn STL,72540,74,1,,,,2025,N,St. Louis Cardinals,STL,Winn,Masyn,Energizer Bunny,The United States,0,21,3,2002,1,1,6,0,77,89,66,65,80,76,84,95,68,68,91,78,76,88,66,64,78,76,1,1,0,79,51,79,73,75,61,46,36,14,10,90,46,38,14,11,92,45,35,14,10,87,67,0,45,28,0,0,0,0,0,0,0,0,39,48,3,0.0,3,180,85,81,99,75,2,2,3,68,57,100,11,0,0,0,0,86,0,0,0,0,1,1,1,1,1,1,1,8,2,5,0,1,winnma01,123,421,217,0,2025-03-14,,12,27.22543491407512,26.446497693519284,28.160642403212844,28.150337812792444,27.867403075834257,28.68636275501251
MLB 2025 Live SP Keaton Winn SF,72679,65,1,,,,2025,N,San Francisco Giants,SFG,Winn,Keaton,,The United States,67,20,2,1998,1,1,1,11,17,12,3,12,14,21,18,13,3,13,15,22,17,12,3,12,14,21,0,0,0,14,8,16,19,54,6,63,84,83,86,80,58,76,80,78,73,68,92,85,93,90,78,67,0,0,0,64,59,0,0,0,0,0,52,31,2,0.0,3,193,22,1,48,19,3,3,2,25,15,28,36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,1,2,0,1,winnke01,26,40,42,0,2025-03-14,,12,59.95552827949806,60.98368996693552,53.830738424614786,55.8181829333299,53.48849586150618,56.26102138314993
MLB 2025 Live LF Jesse Winker NYM,72335,73,1,,,,2025,N,New York Mets,NYM,Winker,Jesse,Wink,The United States,3,17,8,1993,2,2,7,0,70,84,69,117,74,67,66,81,65,106,70,65,71,85,71,121,76,68,2,2,0,34,32,73,44,28,19,1,28,1,1,83,1,28,1,1,83,1,28,1,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,4,188,18,24,38,12,0,0,0,46,44,65,0,0,0,0,0,0,53,0,12,0,1,0,0,0,1,1,1,8,2,5,0,1,winkeje01,120,274,268,0,2025-03-14,,12,11.44701064279348,9.796912654312365,10.084994065699883,8.667970538488188,11.752564983887138,11.34279497863542
Pre-Order Bonus - Hall of Fame RF Dave Winfield SD Peak,72777,99,4,HOF,,Pre-Order Bonus,1977,Y,San Diego Padres,SDP,Winfield,Dave,,The United States,31,3,10,1951,1,1,9,0,95,98,118,97,89,94,97,96,136,127,103,85,94,99,114,88,84,97,2,0,0,94,78,89,97,20,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,21,2,0.0,3,198,10,5,5,4,0,0,0,89,96,102,0,0,0,0,0,0,120,92,114,0,0,0,0,0,1,1,1,3,4,75,0,1,winfida01,6501,15000,12132,0,2025-03-14,,12,3.1571787836395977,1.0493813339051627,3.369443242388865,1.4297888065789688,1.9707804582856596,0.8151656021749983
MLB 2025 Live RP Josh Winckowski BOS,71816,73,1,,,,2025,N,Boston Red Sox,BOS,Winckowski,Josh,,The United States,25,28,6,1998,1,1,1,12,15,14,11,9,15,15,16,15,12,10,17,16,15,14,11,9,15,15,0,0,0,12,10,7,20,45,33,61,84,79,94,64,58,81,79,90,63,63,87,81,98,66,72,61,0,54,58,61,0,0,0,0,0,0,37,46,2,0.0,4,193,28,52,45,23,1,1,1,3,3,3,84,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,8,2,5,0,1,winckjo01,0,130,122,0,2025-03-14,,12,59.221552886718605,60.20919021279916,52.7288144455763,54.63050284201959,54.621275892663846,57.48017401341602
MLB 2025 Live LF Weston Wilson PHI,72362,66,1,,,,2025,N,Philadelphia Phillies,PHI,Wilson,Weston,,The United States,14,11,9,1994,1,1,7,0,62,72,89,77,58,69,64,74,94,80,60,71,62,72,87,77,58,69,3,2,0,65,62,82,65,51,38,1,29,1,1,85,1,29,1,1,85,1,29,1,1,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0.0,4,185,55,63,61,44,1,1,1,58,63,59,0,0,10,7,7,0,68,4,7,0,1,1,1,1,1,1,1,8,1,2,0,1,wilsowe01,0,39,48,0,2025-03-14,,12,11.78633294899307,10.15496967544677,10.406346099126923,9.01433146688582,12.082148532385462,11.697508726222868
MLB 2025 Live RP Steven Wilson CWS,73341,41,1,,,,2025,N,Chicago White Sox,CHW,Wilson,Steven,,The United States,36,24,8,1994,1,1,1,12,20,9,1,13,21,19,20,9,1,13,21,19,20,9,1,13,21,19,0,0,0,12,11,5,19,54,11,76,62,48,40,106,71,57,47,39,94,80,67,50,44,115,91,94,0,71,0,0,0,0,0,0,0,0,15,44,3,0.0,3,191,13,15,55,16,1,1,1,11,18,33,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,1,wilsost02,0,40,44,0,2025-05-05,,12,47.940907504061826,48.30571611636932,44.67118689242374,45.94579862456241,46.275807975864446,48.49837800561621
Snapshot C Red Wilson DET 1958,71171,72,7,,,,1958,N,Detroit Tigers,DET,Wilson,Red,,The United States,10,7,3,1929,1,1,2,0,91,56,30,80,97,81,80,64,26,94,106,64,95,54,32,78,94,91,0,1,0,49,43,87,65,36,6,1,3,1,5,1,1,3,1,5,1,1,3,1,5,1,33,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0.0,3,183,2,1,2,2,65,99,50,1,2,4,0,73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,5,0,0,wilsore01,0,0,235,1565,2025-03-14,,12,3.487404967941064,1.3978400166715554,3.2630966662619336,1.3151659163908593,2.434589809878048,1.3143396477820648
