POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON.1,PBABIP,HRR,STU vL,MOV vL,CON vL.1,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR.1,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP.1,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA.1,WAR.1,rWAR,SIERA,Predicted_XGB
SP,37,Jared Jones,,Pittsburgh,MLB,MLB,08/06/2001,24,USA,6' 1',195 lbs,Left,Right,3.0 Stars,4.0 Stars,1,3,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,43,13,Normal,Pull,Pull,53,49,57,58,48,50,48,56,56,47,57,50,57,59,49,96.0,44.0,56.0,81.0,,,,,,,,,4,EX FB,98.0,97-99,3/4,Power,67.0,50.0,1,1,2,30,64,71,41,53,58,70,49,46,49,55,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,75.1,43,5.14,4.61,-0.8,0.2,0.1,3.53,0.614419
SP,55,Cole Ragans,,Kansas City,MLB,MLB,12/12/1997,27,USA,6' 4',190 lbs,Left,Left,3.0 Stars,3.0 Stars,1,1,3,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,93,4,Normal,Normal,Normal,56,50,43,54,49,55,50,43,54,49,56,50,43,54,49,87.0,63.0,57.0,61.0,,,58.0,,,,,,5,EX FB,97.0,96-98,OTT,Power,70.0,63.0,1,1,1,13,40,54,3,14,26,9,14,11,16,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,196.2,111,5.08,4.23,-1.6,1.8,0.7,3.59,1.874048
SP,41,Joe Ryan,,Minnesota,MLB,MLB,06/05/1996,29,USA,6' 2',205 lbs,Right,Right,3.0 Stars,3.0 Stars,12,6,13,1,5,17,7,12,13,1,6,17,6,11,13,1,5,16,62,8,Normal,Pull,Pull,51,48,73,62,45,48,46,70,60,43,54,49,76,65,46,58.0,60.0,,52.0,,,38.0,,,,,,4,EX FB,93.0,92-94,3/4,Normal,47.0,52.0,1,1,3,23,12,56,3,14,26,9,20,12,28,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,171.1,71,3.73,3.55,-0.1,3.0,2.7,2.79,2.9623616
SP,55,Ranger Suarez,,Philadelphia,MLB,MLB,08/26/1995,30,VEN,6' 1',180 lbs,Left,Left,3.0 Stars,3.0 Stars,11,17,3,1,1,1,16,10,2,1,1,1,17,11,3,1,1,1,47,28,Normal,Normal,Normal,41,57,53,55,58,41,58,54,56,59,40,57,53,55,57,40.0,46.0,44.0,,45.0,,39.0,,,,,,5,EX GB,92.0,91-93,3/4,GB'er,58.0,48.0,1,1,1,24,31,58,25,10,18,27,23,24,22,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,140.0,69,4.44,3.33,-0.4,3.1,1.2,3.91,3.0385919
SP,57,Shane Bieber,,Cleveland,MLB,MLB,05/31/1995,30,USA,6' 3',200 lbs,Right,Right,3.0 Stars,3.0 Stars,15,9,1,1,1,25,9,16,1,1,1,25,9,15,1,1,1,24,33,9,Normal,Spray,Spray,43,49,61,53,48,42,48,60,52,47,44,50,62,54,49,46.0,38.0,48.0,47.0,,,42.0,,,,,,5,NEU,92.0,91-93,3/4,Normal,59.0,51.0,-,-,-,16,17,29,9,-,-,-,11,13,7,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,102.0,37,3.26,3.87,0.9,1.4,2.4,3.55,1.9326708
SP,23,Max Meyer,,Miami,MLB,MLB,03/12/1999,26,USA,6' 0',195 lbs,Left,Right,3.0 Stars,3.0 Stars,13,9,9,1,11,20,9,13,8,1,10,18,10,14,9,1,11,21,53,36,Normal,Normal,Normal,49,51,49,51,51,45,48,47,48,48,53,55,50,53,55,86.0,51.0,,85.0,,,,,,,,,3,NEU,97.0,97-99,3/4,Power,46.0,48.0,1,1,2,33,36,64,24,38,46,53,41,31,33,55,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,184.2,70,3.41,3.38,0.5,3.8,3.9,3.16,3.7033076
SP,59,Framber Valdez,,Houston,MLB,MLB,11/19/1993,31,DOM,5' 11',225 lbs,Left,Left,3.0 Stars,3.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,11,Normal,Normal,Normal,44,58,47,60,57,47,65,49,63,66,42,55,47,58,55,,48.0,60.0,43.0,56.0,,,,,,,,4,EX GB,93.0,92-94,3/4,GB'er,57.0,76.0,1,1,1,24,50,53,43,3,3,3,21,20,17,25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,179.2,75,3.76,4.25,0.9,1.7,3.1,4.05,1.8248307
SP,66,Brayan Bello,,Boston,MLB,MLB,05/17/1999,26,DOM,6' 1',195 lbs,Right,Right,3.0 Stars,3.0 Stars,10,6,16,1,1,14,6,11,17,1,1,14,6,10,16,1,1,14,66,5,Normal,Normal,Normal,46,55,46,45,60,41,49,45,40,52,49,59,47,48,66,51.0,48.0,,57.0,59.0,,,,,,,,4,GB,97.0,96-98,3/4,Power,55.0,53.0,3,3,1,26,32,56,26,7,24,20,16,7,17,25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,129.0,59,4.12,4.04,-0.5,1.7,2.0,3.48,1.9354693
SP,84,Dylan Cease,,Baltimore,MLB,MLB,12/28/1995,29,USA,6' 2',195 lbs,Right,Right,3.0 Stars,3.0 Stars,1,1,1,1,1,6,1,1,1,1,1,8,1,1,1,1,1,6,39,8,Normal,Normal,Normal,56,49,43,61,47,51,47,42,58,45,60,51,44,62,49,85.0,,47.0,91.0,,45.0,,,,,,,4,EX FB,97.0,97-99,3/4,Power,51.0,38.0,1,1,1,29,9,68,14,21,11,18,12,13,7,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,168.2,69,3.68,3.74,-0.1,2.6,2.5,3.13,2.5125744
SP,28,Nick Martinez,,Los Angeles,MLB,MLB,08/05/1990,35,USA,6' 1',200 lbs,Left,Right,3.0 Stars,3.0 Stars,15,17,1,1,1,15,16,13,1,1,1,13,17,15,1,1,1,15,44,17,Normal,Normal,Normal,38,51,70,53,50,36,49,68,52,49,39,53,73,54,53,43.0,41.0,27.0,34.0,38.0,,36.0,,,,,,6,EX FB,94.0,93-95,3/4,Normal,42.0,56.0,-,-,-,22,12,52,25,-,-,-,21,35,11,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,184.0,80,3.91,3.58,-0.3,4.1,3.5,3.37,3.8413026
SP,70,Mitchell Parker,,Washington,MLB,MLB,09/27/1999,26,USA,6' 4',240 lbs,Left,Left,3.0 Stars,3.0 Stars,1,1,3,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,47,6,Normal,Normal,Normal,44,48,54,52,47,46,50,56,53,49,44,48,53,52,47,56.0,,55.0,43.0,,45.0,,,,,,,4,FB,94.0,93-95,3/4,Normal,65.0,61.0,1,1,4,8,13,39,12,4,8,8,18,11,26,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,201.1,75,3.35,3.43,2.7,4.0,4.9,3.66,3.8251739
SP,32,Gavin Williams,,Cleveland,MLB,MLB,07/26/1999,26,USA,6' 6',250 lbs,Left,Right,3.0 Stars,3.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,66,21,Normal,Normal,Normal,48,49,45,62,47,47,49,45,61,46,49,49,45,62,47,78.0,39.0,49.0,44.0,,,50.0,,,,,,5,FB,97.0,96-98,3/4,Power,38.0,49.0,1,1,2,31,32,50,16,9,21,23,10,6,3,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,187.1,47,2.26,3.1,3.4,4.6,6.7,3.44,4.315733
SP,28,Tanner Bibee,,Cleveland,MLB,MLB,03/05/1999,26,USA,6' 2',190 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87,22,Flyball,Normal,Normal,49,47,55,61,44,46,46,54,59,43,51,48,56,62,45,77.0,58.0,52.0,65.0,,,,,,,,,4,EX FB,96.0,95-97,3/4,Power,62.0,46.0,1,1,3,22,28,48,12,13,20,22,24,18,4,46,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,201.0,93,4.16,4.35,0.1,1.6,2.5,3.4,1.6508287
SP,17,Nathan Eovaldi,,Texas,MLB,MLB,02/13/1990,35,USA,6' 2',215 lbs,Right,Right,2.5 Stars,2.5 Stars,14,13,18,1,1,17,13,15,18,1,1,18,13,13,18,1,1,16,41,20,Normal,Spray,Spray,44,46,64,59,43,44,45,63,58,42,45,46,65,60,43,56.0,,41.0,39.0,,44.0,42.0,,,,,,5,NEU,96.0,95-97,3/4,Power,64.0,93.0,-,-,-,22,50,52,17,-,-,-,21,20,22,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,180.2,80,3.99,4.34,-0.2,1.6,2.7,3.53,1.6169481
SP,23,Zac Gallen,,Arizona,MLB,MLB,08/03/1995,30,USA,6' 2',190 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,1,Normal,Normal,Normal,46,50,51,62,47,46,50,51,62,48,46,49,51,62,47,60.0,46.0,57.0,45.0,,,43.0,,,,,,5,NEU,95.0,94-96,OTT,Normal,48.0,42.0,1,1,2,28,35,48,21,3,3,3,17,13,20,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,184.2,96,4.68,4.29,-1.7,1.2,0.6,3.52,1.3421353
SP,17,Bailey Ober,,Minnesota,MLB,MLB,07/12/1995,30,USA,6' 9',260 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,27,14,Normal,Spray,Spray,49,42,68,61,37,47,40,66,59,35,50,43,70,62,39,54.0,60.0,45.0,55.0,,,,,,,,,4,EX FB,93.0,92-94,3/4,Normal,64.0,40.0,3,3,5,24,52,50,31,3,3,3,10,5,17,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,174.2,70,3.61,3.58,1.1,3.0,3.4,2.89,2.94778
SP,57,Eduardo Rodriguez,,Arizona,MLB,MLB,04/07/1993,32,VEN,6' 2',230 lbs,Left,Left,2.5 Stars,2.5 Stars,11,9,16,1,1,14,8,10,16,1,1,13,9,11,16,1,1,14,45,31,Normal,Normal,Normal,41,51,54,52,50,45,57,57,55,58,40,50,53,51,50,45.0,45.0,,36.0,39.0,,45.0,,,,,,5,FB,92.0,91-93,3/4,Normal,53.0,59.0,-,-,-,13,15,52,11,-,-,-,22,20,17,27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,188.0,75,3.59,3.71,1.9,2.6,3.2,3.64,2.706871
SP,31,Max Scherzer,,Minnesota,MLB,MLB,07/27/1984,41,USA,6' 3',205 lbs,Right,Right,2.5 Stars,2.5 Stars,18,39,1,1,1,1,39,18,1,1,1,1,39,18,1,1,1,1,67,7,Normal,Pull,Pull,48,45,70,62,42,47,44,69,61,41,49,46,70,63,43,58.0,45.0,50.0,56.0,,,45.0,,,,,,5,EX FB,94.0,93-95,3/4,Normal,52.0,67.0,-,-,-,20,32,43,4,9,8,3,11,16,6,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,183.1,81,3.98,4.0,-0.5,2.1,2.3,3.41,2.160853
SP,11,Yu Darvish,,San Diego,MLB,MLB,08/16/1986,39,JPN,6' 5',215 lbs,Right,Right,2.5 Stars,2.5 Stars,19,24,4,1,17,15,25,19,5,1,17,15,24,18,4,1,17,14,53,11,Normal,Normal,Normal,50,45,60,62,41,49,45,61,61,41,51,45,60,63,42,62.0,28.0,50.0,58.0,,48.0,48.0,,,,,,6,FB,95.0,94-96,3/4,Normal,61.0,21.0,-,-,-,23,38,44,38,-,-,-,15,14,11,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,133.2,72,4.85,4.36,-1.0,1.0,-0.0,3.07,1.058541
SP,48,Reid Detmers,,Los Angeles,MLB,MLB,07/08/1999,26,USA,6' 2',205 lbs,Left,Left,2.5 Stars,3.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,11,Normal,Pull,Pull,55,45,47,55,43,62,48,49,57,46,52,44,46,53,42,73.0,53.0,59.0,64.0,46.0,,,,,,,,5,EX FB,95.0,94-96,3/4,Normal,56.0,99.0,4,4,2,15,24,57,3,30,49,6,17,17,11,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,191.1,74,3.48,4.31,1.3,2.0,3.9,3.25,2.0346665
SP,9,Jack Flaherty,,Detroit,MLB,MLB,10/15/1995,29,USA,6' 4',205 lbs,Right,Right,2.5 Stars,2.5 Stars,16,21,22,10,15,13,21,17,22,10,15,14,21,16,22,9,14,13,58,21,Normal,Normal,Normal,52,46,47,56,44,50,45,47,55,43,53,47,47,57,45,67.0,45.0,56.0,66.0,,,45.0,,,,,,5,FB,95.0,94-96,3/4,Normal,61.0,49.0,1,1,3,24,51,60,23,32,37,56,30,23,29,38,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,185.2,96,4.65,4.27,-2.7,1.4,0.9,3.28,1.4262917
SP,44,Bowden Francis,,Toronto,MLB,MLB,04/22/1996,29,USA,6' 5',225 lbs,Right,Right,2.5 Stars,2.5 Stars,3,10,13,1,1,1,10,4,14,1,1,1,10,2,13,1,1,1,41,30,Normal,Spray,Spray,45,44,65,74,39,43,43,63,71,38,46,45,66,76,41,51.0,,49.0,44.0,,51.0,,,,,,,4,EX FB,93.0,93-95,3/4,Normal,46.0,47.0,3,3,4,33,43,33,28,1,1,1,13,13,9,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,193.0,70,3.26,3.84,1.8,2.7,4.7,3.08,2.7939668
SP,40,Nick Lodolo,,Cincinnati,MLB,MLB,02/05/1998,27,USA,6' 6',215 lbs,Left,Left,2.5 Stars,2.5 Stars,1,1,6,1,1,1,1,1,4,1,1,1,1,1,7,1,1,1,39,23,Normal,Normal,Normal,51,47,47,53,46,62,52,49,58,51,49,45,46,52,44,67.0,48.0,,62.0,57.0,,,,,,,,4,NEU,95.0,94-96,3/4,Normal,41.0,66.0,2,2,2,26,27,47,17,6,17,28,17,10,17,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,186.2,50,2.41,3.41,3.2,4.6,7.2,3.17,4.396163
SP,59,Sean Manaea,,New York,MLB,MLB,02/01/1992,33,USA,6' 5',240 lbs,Right,Left,2.5 Stars,2.5 Stars,11,12,1,1,8,11,12,11,1,1,10,12,12,10,1,1,7,11,86,23,Normal,Normal,Normal,50,46,48,59,43,57,50,49,63,48,48,45,47,58,42,57.0,54.0,,48.0,52.0,,48.0,,,,,,5,NEU,94.0,93-95,3/4,Normal,57.0,70.0,-,-,-,20,24,43,18,-,-,-,17,10,13,27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,84.2,25,2.66,3.85,1.4,1.2,2.4,2.31,1.160837
SP,43,Lance McCullers Jr.,,Houston,MLB,MLB,10/02/1993,31,USA,6' 1',205 lbs,Left,Right,2.5 Stars,2.5 Stars,11,13,2,1,11,9,13,10,1,1,11,7,14,11,2,1,11,9,43,21,Normal,Normal,Normal,47,58,40,60,58,45,54,39,57,53,49,61,40,61,62,,50.0,54.0,59.0,56.0,,41.0,,,,,,5,EX GB,94.0,93-95,3/4,GB'er,48.0,61.0,-,-,-,30,30,46,32,-,-,-,22,20,18,34,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,113.2,54,4.28,3.57,-1.2,2.0,0.9,3.79,2.151774
SP,12,Casey Mize,,Detroit,MLB,MLB,05/01/1997,28,USA,6' 3',210 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,31,4,Normal,Normal,Normal,41,50,57,56,48,40,48,56,55,47,42,51,58,58,50,52.0,,24.0,45.0,36.0,38.0,,,,,,,5,NEU,96.0,95-97,OTT,Power,56.0,58.0,1,1,3,28,28,39,24,12,17,26,15,17,5,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,184.1,80,3.91,3.66,0.8,2.8,2.7,3.47,2.658912
SP,45,Reese Olson,,Detroit,MLB,MLB,07/31/1999,26,USA,6' 1',160 lbs,Right,Right,2.5 Stars,3.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,11,Normal,Normal,Normal,45,52,48,59,50,41,49,47,56,48,47,56,49,61,54,52.0,45.0,37.0,49.0,45.0,,,,,,,,5,NEU,95.0,94-96,3/4,Normal,53.0,40.0,1,1,1,29,38,56,16,34,41,53,23,15,17,27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,176.1,95,4.85,3.49,-0.8,3.1,0.6,3.39,2.7505374
SP,53,Andre Pallante,,St. Louis,MLB,MLB,09/18/1998,27,USA,6' 0',215 lbs,Right,Right,2.5 Stars,2.5 Stars,1,9,10,1,6,1,9,1,11,1,7,1,9,1,10,1,6,1,13,14,Normal,Normal,Normal,37,67,43,53,74,35,62,42,51,67,38,70,44,55,78,46.0,,27.0,38.0,37.0,,,,,,,,4,EX GB,96.0,95-97,OTT,Power,38.0,51.0,1,1,2,24,25,65,22,8,16,20,16,15,12,26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,156.2,55,3.16,3.07,2.0,3.7,4.0,4.06,3.3835127
SP,39,Eury Perez,,Miami,MLB,MLB,04/15/2003,22,DOM,6' 8',200 lbs,Right,Right,2.5 Stars,3.5 Stars,12,18,1,1,1,5,18,12,1,1,1,7,17,12,1,1,1,4,38,10,Normal,Normal,Normal,51,46,54,61,43,49,46,55,60,43,53,47,54,62,44,88.0,57.0,74.0,59.0,,,,,,,,,4,EX FB,97.0,96-98,3/4,Power,36.0,51.0,1,1,1,24,33,51,24,11,19,25,19,21,12,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,71.1,22,2.78,4.16,0.6,0.7,2.0,3.3,0.9072023
SP,38,Robbie Ray,,San Francisco,MLB,MLB,10/01/1991,33,USA,6' 2',225 lbs,Left,Left,2.5 Stars,2.5 Stars,9,15,12,1,1,1,14,8,11,1,1,1,15,10,12,1,1,1,79,39,Normal,Normal,Normal,55,41,50,55,37,61,44,52,57,41,53,40,50,54,36,83.0,38.0,73.0,63.0,,,,,,,,,4,EX FB,95.0,94-96,3/4,Normal,47.0,66.0,-,-,-,20,28,43,17,-,-,-,12,19,6,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,186.1,63,3.04,3.51,1.3,3.0,4.2,2.86,2.962626
SP,36,Clarke Schmidt,,New York,MLB,MLB,02/20/1996,29,USA,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,4,10,9,1,1,1,11,6,9,1,1,1,10,3,8,1,1,1,56,43,Normal,Normal,Normal,49,50,49,55,49,46,48,48,53,47,51,51,50,57,50,46.0,41.0,47.0,63.0,53.0,,55.0,,,,,,6,FB,95.0,94-96,3/4,Normal,51.0,58.0,1,1,1,29,46,51,32,19,23,39,17,16,12,25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,153.1,68,3.99,4.48,-0.7,1.2,2.1,3.95,1.3894387
SP,59,Jeffrey Springs,,Athletics,MLB,MLB,09/20/1992,33,USA,6' 3',220 lbs,Left,Left,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,45,11,Flyball,Pull,Pull,48,48,57,55,47,49,49,58,55,47,47,48,57,54,46,44.0,64.0,,45.0,,,42.0,,,,,,4,FB,91.0,90-92,OTT,Normal,33.0,84.0,1,1,1,30,35,56,33,3,3,3,16,14,22,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,162.2,73,4.04,2.9,0.1,4.1,1.8,3.08,4.0405583
SP,24,Simeon Woods Richardson,,Minnesota,MLB,MLB,09/27/2000,25,USA,6' 3',205 lbs,Right,Right,2.5 Stars,2.5 Stars,1,3,5,4,1,1,4,1,6,6,1,1,2,1,5,3,1,1,41,13,Normal,Pull,Pull,47,48,45,57,46,45,46,45,56,44,48,49,46,58,47,59.0,50.0,46.0,56.0,,,,,,,,,4,EX FB,94.0,93-95,3/4,Normal,61.0,50.0,1,1,1,24,42,67,23,27,34,52,15,12,14,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,148.1,58,3.52,3.65,1.0,2.4,2.8,3.58,1.9430339
SP,17,Jose Berrios,,Toronto,MLB,MLB,05/27/1994,31,PUR,6' 0',205 lbs,Right,Right,2.5 Stars,2.5 Stars,16,22,1,1,11,12,22,17,1,1,11,13,21,16,1,1,10,12,65,37,Normal,Normal,Normal,38,47,59,59,45,35,44,57,56,42,40,50,61,62,48,42.0,32.0,,40.0,41.0,,31.0,,,,,,5,FB,95.0,94-96,3/4,Normal,68.0,51.0,-,-,-,24,31,42,12,-,-,-,16,16,17,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,192.1,89,4.16,4.32,-0.1,1.5,2.1,3.84,1.5596913
SP,1,MacKenzie Gore,,Washington,MLB,MLB,02/24/1999,26,USA,6' 2',200 lbs,Left,Left,2.5 Stars,2.5 Stars,1,5,11,1,1,1,4,1,11,1,1,1,6,1,11,1,1,1,53,45,Normal,Normal,Normal,50,47,44,44,48,54,49,44,46,50,49,47,43,43,48,90.0,44.0,59.0,61.0,,,,,,,,,4,FB,97.0,96-98,3/4,Power,61.0,62.0,10,10,2,25,61,59,34,3,3,3,22,15,20,34,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,187.0,105,5.05,4.3,-2.3,1.6,0.0,3.72,1.6049502
SP,22,Jon Gray,,Texas,MLB,MLB,11/05/1991,33,USA,6' 4',225 lbs,Right,Right,2.5 Stars,2.5 Stars,20,24,1,1,1,17,25,20,1,1,1,17,24,20,1,1,1,17,60,13,Normal,Normal,Normal,42,47,53,56,45,40,46,53,54,44,43,48,55,58,47,58.0,35.0,35.0,55.0,,,,,,,,,4,EX FB,96.0,95-97,3/4,Power,44.0,55.0,-,-,-,23,28,22,12,-,-,-,18,9,16,28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,78.1,30,3.45,4.37,0.1,0.7,1.5,3.27,0.75791454
SP,89,Tanner Houck,,Boston,MLB,MLB,06/29/1996,29,USA,6' 5',225 lbs,Right,Right,2.5 Stars,2.5 Stars,2,1,1,1,1,3,2,3,2,1,1,5,1,2,1,1,1,3,39,16,Normal,Pull,Pull,42,57,54,57,57,34,48,49,50,47,47,67,59,62,69,,,,54.0,47.0,44.0,32.0,,,,,,4,EX GB,95.0,94-96,SIDE,GB'er,66.0,51.0,1,1,1,33,44,56,23,29,38,3,18,17,15,25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,175.2,84,4.3,4.33,-0.4,1.7,2.5,4.21,1.674992
SP,23,Mitch Keller,,Pittsburgh,MLB,MLB,04/04/1996,29,USA,6' 3',215 lbs,Right,Right,2.5 Stars,2.5 Stars,1,3,1,1,1,1,4,2,1,1,1,1,2,1,1,1,1,1,57,9,Normal,Normal,Normal,41,47,57,52,45,40,46,56,51,45,42,48,57,53,46,53.0,33.0,38.0,45.0,,,40.0,,,,,,5,EX FB,96.0,95-97,3/4,Power,66.0,46.0,2,2,1,15,21,49,21,24,21,49,21,12,23,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,178.0,84,4.25,4.39,-0.9,1.0,1.7,4.11,0.9495869
SP,16,Yusei Kikuchi,,Los Angeles,MLB,MLB,06/17/1991,34,JPN,6' 0',195 lbs,Left,Left,2.5 Stars,2.5 Stars,20,1,16,1,1,36,1,18,16,1,1,34,1,20,17,1,1,37,44,1,Normal,Pull,Pull,53,40,52,40,40,58,43,54,43,43,52,40,51,40,40,90.0,44.0,58.0,84.0,,,,,,,,,4,FB,97.0,96-98,3/4,Power,53.0,80.0,2,2,2,22,29,36,6,48,15,17,13,19,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,190.2,108,5.1,4.71,-1.9,1.1,0.2,3.38,1.1865875
